Date,Week,Opponent,Map,Mode,Player,Kills,Deaths,Assists
25-Feb,1,Q9,Hacienda,HP,Abhiz,45,37,7
25-Feb,1,Q9,Hacienda,HP,Prevail,46,39,13
25-Feb,1,Q9,Hacienda,HP,Skullguy,38,37,18
25-Feb,1,Q9,Hacienda,HP,Viper,48,41,20
25-Feb,1,Q9,Hacienda,HP,Warden,36,41,12
25-Feb,1,Q9,Combine,HP,Abhiz,39,39,28
25-Feb,1,Q9,Combine,HP,Prevail,43,48,16
25-Feb,1,Q9,Combine,HP,Skullguy,31,39,16
25-Feb,1,Q9,Combine,HP,Viper,47,43,17
25-Feb,1,Q9,Combine,HP,Warden,33,44,20
25-Feb,1,Q9,Arsenal,HP,Abhiz,40,31,13
25-Feb,1,Q9,Arsenal,HP,Prevail,30,31,14
25-Feb,1,Q9,Arsenal,HP,Skullguy,28,26,13
25-Feb,1,Q9,Arsenal,HP,Viper,25,32,12
25-Feb,1,Q9,Arsenal,HP,Warden,33,29,16
25-Feb,1,Q9,Takeoff,HP,Abhiz,47,49,35
25-Feb,1,Q9,Takeoff,HP,Prevail,56,53,18
25-Feb,1,Q9,Takeoff,HP,Skullguy,48,46,18
25-Feb,1,Q9,Takeoff,HP,Viper,46,44,23
25-Feb,1,Q9,Takeoff,HP,Warden,39,49,24
24-Feb,1,XROCK,Summit,HP,Abhiz,39,27,22
24-Feb,1,XROCK,Summit,HP,Skullguy,32,27,10
24-Feb,1,XROCK,Summit,HP,Viper,33,32,19
24-Feb,1,XROCK,Summit,HP,Warden,36,28,14
24-Feb,1,XROCK,Combine,HP,Abhiz,24,49,20
24-Feb,1,XROCK,Combine,HP,Skullguy,42,41,26
24-Feb,1,XROCK,Combine,HP,Viper,56,44,19
24-Feb,1,XROCK,Combine,HP,Warden,46,45,9
24-Feb,1,XROCK,Takeoff,HP,Abhiz,40,21,12
24-Feb,1,XROCK,Takeoff,HP,Skullguy,24,26,9
24-Feb,1,XROCK,Takeoff,HP,Viper,62,15,20
24-Feb,1,XROCK,Takeoff,HP,Warden,35,25,16
24-Feb,1,XROCK,Raid,Control,Abhiz,28,30,6
24-Feb,1,XROCK,Raid,Control,Skullguy,22,23,4
24-Feb,1,XROCK,Raid,Control,Viper,23,30,7
24-Feb,1,XROCK,Raid,Control,Warden,30,21,4
24-Feb,1,XROCK,Crossroads Strike,Control,Abhiz,34,19,12
24-Feb,1,XROCK,Crossroads Strike,Control,Skullguy,23,21,0
24-Feb,1,XROCK,Crossroads Strike,Control,Viper,31,20,18
24-Feb,1,XROCK,Crossroads Strike,Control,Warden,32,27,10
26-Feb,1,ALU,Takeoff,HP,Abhiz,40,52,38
26-Feb,1,ALU,Takeoff,HP,Prevail,39,52,15
26-Feb,1,ALU,Takeoff,HP,Skullguy,52,39,21
26-Feb,1,ALU,Takeoff,HP,Viper,41,51,21
26-Feb,1,ALU,Takeoff,HP,Warden,42,52,24
27-Feb,1,XROCK,Hacienda,HP,Abhiz,50,34,19
27-Feb,1,XROCK,Hacienda,HP,Prevail,33,33,13
27-Feb,1,XROCK,Hacienda,HP,Skullguy,47,34,10
27-Feb,1,XROCK,Hacienda,HP,Viper,42,32,17
27-Feb,1,XROCK,Hacienda,HP,Warden,46,42,11
27-Feb,1,XROCK,Summit,HP,Abhiz,30,23,20
27-Feb,1,XROCK,Summit,HP,Prevail,44,26,9
27-Feb,1,XROCK,Summit,HP,Skullguy,32,25,11
27-Feb,1,XROCK,Summit,HP,Viper,37,23,23
27-Feb,1,XROCK,Summit,HP,Warden,39,29,15
27-Feb,1,XROCK,Raid,Control,Abhiz,37,42,9
27-Feb,1,XROCK,Raid,Control,Prevail,41,36,11
27-Feb,1,XROCK,Raid,Control,Skullguy,45,36,3
27-Feb,1,XROCK,Raid,Control,Viper,31,25,8
27-Feb,1,XROCK,Raid,Control,Warden,36,28,6
27-Feb,1,XROCK,Crossroads Strike,Control,Abhiz,31,27,7
27-Feb,1,XROCK,Crossroads Strike,Control,Prevail,32,33,8
27-Feb,1,XROCK,Crossroads Strike,Control,Skullguy,42,19,4
27-Feb,1,XROCK,Crossroads Strike,Control,Viper,37,28,17
27-Feb,1,XROCK,Crossroads Strike,Control,Warden,26,32,12
2-Mar,2,Q9,Combine,HP,Abhiz,44,46,21
2-Mar,2,Q9,Combine,HP,Prevail,47,52,13
2-Mar,2,Q9,Combine,HP,Skullguy,34,45,16
2-Mar,2,Q9,Combine,HP,Viper,58,43,15
2-Mar,2,Q9,Combine,HP,Warden,31,49,23
2-Mar,2,Q9,Arsenal,HP,Abhiz,45,21,13
2-Mar,2,Q9,Arsenal,HP,Prevail,34,28,14
2-Mar,2,Q9,Arsenal,HP,Skullguy,29,27,16
2-Mar,2,Q9,Arsenal,HP,Viper,29,28,19
2-Mar,2,Q9,Arsenal,HP,Warden,23,30,18
2-Mar,2,Q9,Standoff,Control,Abhiz,38,35,16
2-Mar,2,Q9,Standoff,Control,Prevail,31,35,11
2-Mar,2,Q9,Standoff,Control,Skullguy,34,29,5
2-Mar,2,Q9,Standoff,Control,Viper,32,26,12
2-Mar,2,Q9,Standoff,Control,Warden,32,34,13
2-Mar,2,ALU,Takeoff,HP,Abhiz,41,38,22
2-Mar,2,ALU,Takeoff,HP,Prevail,24,46,17
2-Mar,2,ALU,Takeoff,HP,Skullguy,28,35,21
2-Mar,2,ALU,Takeoff,HP,Viper,29,38,14
2-Mar,2,ALU,Takeoff,HP,Warden,44,37,20
2-Mar,2,ALU,Combine,HP,Abhiz,33,46,26
2-Mar,2,ALU,Combine,HP,Prevail,49,41,12
2-Mar,2,ALU,Combine,HP,Skullguy,42,41,25
2-Mar,2,ALU,Combine,HP,Viper,62,38,20
2-Mar,2,ALU,Combine,HP,Warden,48,43,28
2-Mar,2,ALU,Standoff,Control,Abhiz,12,24,9
2-Mar,2,ALU,Standoff,Control,Prevail,21,27,5
2-Mar,2,ALU,Standoff,Control,Skullguy,16,20,3
2-Mar,2,ALU,Standoff,Control,Viper,17,22,7
2-Mar,2,ALU,Standoff,Control,Warden,15,27,11
3-Mar,2,DVS,Hacienda,HP,Abhiz,31,40,13
3-Mar,2,DVS,Hacienda,HP,Prevail,32,42,8
3-Mar,2,DVS,Hacienda,HP,Skullguy,23,38,16
3-Mar,2,DVS,Hacienda,HP,Viper,29,39,15
3-Mar,2,DVS,Hacienda,HP,Warden,19,38,10
3-Mar,2,DVS,Summit,HP,Abhiz,45,26,22
3-Mar,2,DVS,Summit,HP,Prevail,37,32,8
3-Mar,2,DVS,Summit,HP,Skullguy,26,31,16
3-Mar,2,DVS,Summit,HP,Viper,45,26,17
3-Mar,2,DVS,Summit,HP,Warden,35,33,16
3-Mar,2,DVS,Raid,Control,Abhiz,26,30,5
3-Mar,2,DVS,Raid,Control,Prevail,21,30,3
3-Mar,2,DVS,Raid,Control,Skullguy,19,28,1
3-Mar,2,DVS,Raid,Control,Viper,18,26,3
3-Mar,2,DVS,Raid,Control,Warden,16,34,9
3-Mar,2,DVS,Standoff,Control,Abhiz,22,37,3
3-Mar,2,DVS,Standoff,Control,Prevail,22,37,4
3-Mar,2,DVS,Standoff,Control,Skullguy,17,33,4
3-Mar,2,DVS,Standoff,Control,Viper,37,27,7
3-Mar,2,DVS,Standoff,Control,Warden,29,26,2
3-Mar,2,DVS,Crossroads Strike,Control,Abhiz,37,30,9
3-Mar,2,DVS,Crossroads Strike,Control,Prevail,34,32,10
3-Mar,2,DVS,Crossroads Strike,Control,Skullguy,29,32,3
3-Mar,2,DVS,Crossroads Strike,Control,Viper,34,28,11
3-Mar,2,DVS,Crossroads Strike,Control,Warden,21,43,14
3-Mar,2,DVS,Slums,SnD,Abhiz,9,12,2
3-Mar,2,DVS,Slums,SnD,Prevail,8,13,4
3-Mar,2,DVS,Slums,SnD,Skullguy,11,13,2
3-Mar,2,DVS,Slums,SnD,Viper,11,12,7
3-Mar,2,DVS,Slums,SnD,Warden,8,13,2
5-Mar,2,Q9,Crossroads Strike,Control,Abhiz,39,32,10
5-Mar,2,Q9,Crossroads Strike,Control,Prevail,43,40,16
5-Mar,2,Q9,Crossroads Strike,Control,Skullguy,29,33,3
5-Mar,2,Q9,Crossroads Strike,Control,Viper,36,39,14
5-Mar,2,Q9,Crossroads Strike,Control,Warden,42,35,19
5-Mar,2,Q9,Standoff,Control,Abhiz,36,30,11
5-Mar,2,Q9,Standoff,Control,Prevail,24,36,13
5-Mar,2,Q9,Standoff,Control,Skullguy,23,32,4
5-Mar,2,Q9,Standoff,Control,Viper,30,32,4
5-Mar,2,Q9,Standoff,Control,Warden,28,37,3
6-Mar,2,T2P,Crossroads Strike,Control,Abhiz,38,27,8
6-Mar,2,T2P,Crossroads Strike,Control,Prevail,46,38,9
6-Mar,2,T2P,Crossroads Strike,Control,Skullguy,35,28,9
6-Mar,2,T2P,Crossroads Strike,Control,Viper,39,31,17
6-Mar,2,T2P,Crossroads Strike,Control,Warden,42,36,9
7-Mar,2,Wolves,Summit,HP,Abhiz,38,32,19
7-Mar,2,Wolves,Summit,HP,Prevail,32,30,11
7-Mar,2,Wolves,Summit,HP,Skullguy,35,30,10
7-Mar,2,Wolves,Summit,HP,Viper,40,28,19
7-Mar,2,Wolves,Summit,HP,Warden,36,29,16
7-Mar,2,Wolves,Hacienda,HP,Abhiz,40,25,10
7-Mar,2,Wolves,Hacienda,HP,Prevail,33,28,10
7-Mar,2,Wolves,Hacienda,HP,Skullguy,29,26,15
7-Mar,2,Wolves,Hacienda,HP,Viper,41,28,17
7-Mar,2,Wolves,Hacienda,HP,Warden,36,32,14
7-Mar,2,Wolves,Raid,Control,Abhiz,47,29,7
7-Mar,2,Wolves,Raid,Control,Prevail,40,39,7
7-Mar,2,Wolves,Raid,Control,Skullguy,28,34,3
7-Mar,2,Wolves,Raid,Control,Viper,37,40,9
7-Mar,2,Wolves,Raid,Control,Warden,38,41,16
7-Mar,2,Wolves,Crossroads Strike,Control,Abhiz,49,31,2
7-Mar,2,Wolves,Crossroads Strike,Control,Prevail,30,38,6
7-Mar,2,Wolves,Crossroads Strike,Control,Skullguy,32,34,14
7-Mar,2,Wolves,Crossroads Strike,Control,Viper,41,36,18
7-Mar,2,Wolves,Crossroads Strike,Control,Warden,41,33,11
7-Mar,2,Wolves,Standoff,Control,Abhiz,25,29,7
7-Mar,2,Wolves,Standoff,Control,Prevail,37,37,8
7-Mar,2,Wolves,Standoff,Control,Skullguy,26,23,6
7-Mar,2,Wolves,Standoff,Control,Viper,38,28,10
7-Mar,2,Wolves,Standoff,Control,Warden,36,34,4
7-Mar,2,Wolves,Tunisia,SnD,Abhiz,9,8,0
7-Mar,2,Wolves,Tunisia,SnD,Prevail,14,13,1
7-Mar,2,Wolves,Tunisia,SnD,Skullguy,9,9,4
7-Mar,2,Wolves,Tunisia,SnD,Viper,10,10,5
7-Mar,2,Wolves,Tunisia,SnD,Warden,17,12,6
10-Mar,3,OUG,Combine,HP,Abhiz,30,37,6
10-Mar,3,OUG,Combine,HP,Prevail,25,40,11
10-Mar,3,OUG,Combine,HP,Skullguy,28,37,8
10-Mar,3,OUG,Combine,HP,Viper,24,41,16
10-Mar,3,OUG,Combine,HP,Warden,25,42,17
10-Mar,3,OUG,Raid,Control,Abhiz,36,23,8
10-Mar,3,OUG,Raid,Control,Prevail,24,31,9
10-Mar,3,OUG,Raid,Control,Skullguy,16,33,8
10-Mar,3,OUG,Raid,Control,Viper,18,26,10
10-Mar,3,OUG,Raid,Control,Warden,30,29,11
14-Mar,3,Q9,Arsenal,HP,Abhiz,38,29,15
14-Mar,3,Q9,Arsenal,HP,Prevail,23,28,10
14-Mar,3,Q9,Arsenal,HP,Skullguy,25,26,16
14-Mar,3,Q9,Arsenal,HP,Viper,38,25,18
14-Mar,3,Q9,Arsenal,HP,Warden,26,28,17
14-Mar,3,Q9,Hacienda,HP,Abhiz,54,37,30
14-Mar,3,Q9,Hacienda,HP,Prevail,40,43,11
14-Mar,3,Q9,Hacienda,HP,Skullguy,45,35,27
14-Mar,3,Q9,Hacienda,HP,Viper,42,44,15
14-Mar,3,Q9,Hacienda,HP,Warden,30,46,13
14-Mar,3,Q9,Crossroads Strike,Control,Abhiz,28,28,9
14-Mar,3,Q9,Crossroads Strike,Control,Prevail,29,33,9
14-Mar,3,Q9,Crossroads Strike,Control,Skullguy,22,29,12
14-Mar,3,Q9,Crossroads Strike,Control,Viper,32,29,9
14-Mar,3,Q9,Crossroads Strike,Control,Warden,35,36,8
14-Mar,3,Q9,Raid,Control,Abhiz,33,36,9
14-Mar,3,Q9,Raid,Control,Prevail,33,37,7
14-Mar,3,Q9,Raid,Control,Skullguy,26,30,6
14-Mar,3,Q9,Raid,Control,Viper,26,30,9
14-Mar,3,Q9,Raid,Control,Warden,28,38,6
14-Mar,3,Q9,Slums,SnD,Abhiz,4,13,2
14-Mar,3,Q9,Slums,SnD,Prevail,12,13,1
14-Mar,3,Q9,Slums,SnD,Skullguy,11,11,5
14-Mar,3,Q9,Slums,SnD,Viper,7,11,2
14-Mar,3,Q9,Slums,SnD,Warden,13,10,2
16-Mar,4,XROCK,Hacienda,HP,Abhiz,31,18,4
16-Mar,4,XROCK,Hacienda,HP,Prevail,29,20,14
16-Mar,4,XROCK,Hacienda,HP,Skullguy,22,20,17
16-Mar,4,XROCK,Hacienda,HP,Viper,30,22,12
16-Mar,4,XROCK,Hacienda,HP,Warden,37,20,18
16-Mar,4,XROCK,Summit,HP,Abhiz,36,30,17
16-Mar,4,XROCK,Summit,HP,Prevail,36,37,9
16-Mar,4,XROCK,Summit,HP,Skullguy,32,38,17
16-Mar,4,XROCK,Summit,HP,Viper,37,33,19
16-Mar,4,XROCK,Summit,HP,Warden,40,40,21
16-Mar,4,XROCK,Standoff,Control,Abhiz,25,17,2
16-Mar,4,XROCK,Standoff,Control,Prevail,30,19,5
16-Mar,4,XROCK,Standoff,Control,Skullguy,22,14,6
16-Mar,4,XROCK,Standoff,Control,Viper,29,15,9
16-Mar,4,XROCK,Standoff,Control,Warden,13,17,4
16-Mar,4,XROCK,Crossroads Strike,Control,Abhiz,34,30,7
16-Mar,4,XROCK,Crossroads Strike,Control,Prevail,44,36,6
16-Mar,4,XROCK,Crossroads Strike,Control,Skullguy,21,34,3
16-Mar,4,XROCK,Crossroads Strike,Control,Viper,31,35,9
16-Mar,4,XROCK,Crossroads Strike,Control,Warden,41,35,12
16-Mar,4,ELV,Hacienda,HP,Abhiz,42,39,21
16-Mar,4,ELV,Hacienda,HP,Prevail,41,45,18
16-Mar,4,ELV,Hacienda,HP,Skullguy,41,38,20
16-Mar,4,ELV,Hacienda,HP,Viper,46,40,10
16-Mar,4,ELV,Hacienda,HP,Warden,43,38,12
16-Mar,4,ELV,Combine,HP,Abhiz,40,44,26
16-Mar,4,ELV,Combine,HP,Prevail,40,49,14
16-Mar,4,ELV,Combine,HP,Skullguy,41,42,17
16-Mar,4,ELV,Combine,HP,Viper,46,48,19
16-Mar,4,ELV,Combine,HP,Warden,45,43,21
16-Mar,4,ELV,Arsenal,HP,Abhiz,19,37,12
16-Mar,4,ELV,Arsenal,HP,Prevail,35,31,12
16-Mar,4,ELV,Arsenal,HP,Skullguy,29,31,14
16-Mar,4,ELV,Arsenal,HP,Viper,32,34,12
16-Mar,4,ELV,Arsenal,HP,Warden,19,41,6
16-Mar,4,ELV,Takeoff,HP,Abhiz,48,42,15
16-Mar,4,ELV,Takeoff,HP,Prevail,52,55,23
16-Mar,4,ELV,Takeoff,HP,Skullguy,33,48,27
16-Mar,4,ELV,Takeoff,HP,Viper,45,46,22
16-Mar,4,ELV,Takeoff,HP,Warden,42,49,17
16-Mar,4,ELV,Crossroads Strike,Control,Abhiz,31,25,2
16-Mar,4,ELV,Crossroads Strike,Control,Prevail,20,25,10
16-Mar,4,ELV,Crossroads Strike,Control,Skullguy,17,19,1
16-Mar,4,ELV,Crossroads Strike,Control,Viper,22,25,6
16-Mar,4,ELV,Crossroads Strike,Control,Warden,17,26,8
16-Mar,4,ELV,Standoff,Control,Abhiz,28,14,8
16-Mar,4,ELV,Standoff,Control,Prevail,30,19,8
16-Mar,4,ELV,Standoff,Control,Skullguy,17,16,4
16-Mar,4,ELV,Standoff,Control,Viper,22,18,8
16-Mar,4,ELV,Standoff,Control,Warden,22,19,5
16-Mar,4,ELV,Raid,Control,Abhiz,35,38,7
16-Mar,4,ELV,Raid,Control,Prevail,42,41,9
16-Mar,4,ELV,Raid,Control,Skullguy,26,40,7
16-Mar,4,ELV,Raid,Control,Viper,28,38,9
16-Mar,4,ELV,Raid,Control,Warden,36,28,9
16-Mar,4,ELV,Tunisia,SnD,Abhiz,8,12,5
16-Mar,4,ELV,Tunisia,SnD,Prevail,14,12,3
16-Mar,4,ELV,Tunisia,SnD,Skullguy,11,11,3
16-Mar,4,ELV,Tunisia,SnD,Viper,12,12,4
16-Mar,4,ELV,Tunisia,SnD,Warden,10,11,4
17-Mar,4,HF,Hacienda,HP,Abhiz,43,22,18
17-Mar,4,HF,Hacienda,HP,Prevail,28,31,15
17-Mar,4,HF,Hacienda,HP,Skullguy,24,26,12
17-Mar,4,HF,Hacienda,HP,Viper,41,24,8
17-Mar,4,HF,Hacienda,HP,Warden,27,25,12
17-Mar,4,HF,Combine,HP,Abhiz,30,29,13
17-Mar,4,HF,Combine,HP,Prevail,38,32,15
17-Mar,4,HF,Combine,HP,Skullguy,29,24,13
17-Mar,4,HF,Combine,HP,Viper,43,27,12
17-Mar,4,HF,Combine,HP,Warden,39,29,16
17-Mar,4,HF,Summit,HP,Abhiz,37,27,16
17-Mar,4,HF,Summit,HP,Prevail,22,38,18
17-Mar,4,HF,Summit,HP,Skullguy,44,26,12
17-Mar,4,HF,Summit,HP,Viper,39,30,15
17-Mar,4,HF,Summit,HP,Warden,32,29,14
17-Mar,4,HF,Standoff,Control,Abhiz,31,26,5
17-Mar,4,HF,Standoff,Control,Prevail,27,32,3
17-Mar,4,HF,Standoff,Control,Skullguy,18,26,6
17-Mar,4,HF,Standoff,Control,Viper,27,30,2
17-Mar,4,HF,Standoff,Control,Warden,23,25,10
17-Mar,4,HF,Raid,Control,Abhiz,30,29,9
17-Mar,4,HF,Raid,Control,Prevail,40,31,5
17-Mar,4,HF,Raid,Control,Skullguy,28,27,5
17-Mar,4,HF,Raid,Control,Viper,37,27,14
17-Mar,4,HF,Raid,Control,Warden,30,28,6
17-Mar,4,HF,Coastal,SnD,Abhiz,15,10,3
17-Mar,4,HF,Coastal,SnD,Prevail,4,14,3
17-Mar,4,HF,Coastal,SnD,Skullguy,10,11,2
17-Mar,4,HF,Coastal,SnD,Viper,14,8,3
17-Mar,4,HF,Coastal,SnD,Warden,18,10,4
17-Mar,4,GAL,Arsenal,HP,Abhiz,37,27,17
17-Mar,4,GAL,Arsenal,HP,Prevail,41,34,10
17-Mar,4,GAL,Arsenal,HP,Skullguy,33,25,16
17-Mar,4,GAL,Arsenal,HP,Viper,40,27,19
17-Mar,4,GAL,Arsenal,HP,Warden,27,32,16
17-Mar,4,GAL,Takeoff,HP,Abhiz,40,43,16
17-Mar,4,GAL,Takeoff,HP,Prevail,49,44,20
17-Mar,4,GAL,Takeoff,HP,Skullguy,41,40,16
17-Mar,4,GAL,Takeoff,HP,Viper,39,44,19
17-Mar,4,GAL,Takeoff,HP,Warden,36,49,17
17-Mar,4,GAL,Combine,HP,Abhiz,31,24,16
17-Mar,4,GAL,Combine,HP,Prevail,35,26,15
17-Mar,4,GAL,Combine,HP,Skullguy,37,19,12
17-Mar,4,GAL,Combine,HP,Viper,39,25,17
17-Mar,4,GAL,Combine,HP,Warden,39,25,20
17-Mar,4,GAL,Crossroads Strike,Control,Abhiz,19,31,5
17-Mar,4,GAL,Crossroads Strike,Control,Prevail,25,27,11
17-Mar,4,GAL,Crossroads Strike,Control,Skullguy,20,27,3
17-Mar,4,GAL,Crossroads Strike,Control,Viper,22,28,10
17-Mar,4,GAL,Crossroads Strike,Control,Warden,29,24,7
17-Mar,4,GAL,Raid,Control,Abhiz,40,31,7
17-Mar,4,GAL,Raid,Control,Prevail,34,37,8
17-Mar,4,GAL,Raid,Control,Skullguy,27,38,4
17-Mar,4,GAL,Raid,Control,Viper,33,42,12
17-Mar,4,GAL,Raid,Control,Warden,35,38,10
17-Mar,4,GAL,Tunisia,SnD,Abhiz,14,13,2
17-Mar,4,GAL,Tunisia,SnD,Prevail,16,13,1
17-Mar,4,GAL,Tunisia,SnD,Skullguy,11,12,3
17-Mar,4,GAL,Tunisia,SnD,Viper,10,11,4
17-Mar,4,GAL,Tunisia,SnD,Warden,10,13,5
17-Mar,4,GAL,Slums,SnD,Abhiz,10,16,4
17-Mar,4,GAL,Slums,SnD,Prevail,13,13,4
17-Mar,4,GAL,Slums,SnD,Skullguy,17,10,2
17-Mar,4,GAL,Slums,SnD,Viper,14,12,3
17-Mar,4,GAL,Slums,SnD,Warden,13,13,6
18-Mar,4,ELV,Summit,HP,Abhiz,37,42,23
18-Mar,4,ELV,Summit,HP,Prevail,51,44,9
18-Mar,4,ELV,Summit,HP,Skullguy,34,47,23
18-Mar,4,ELV,Summit,HP,Viper,48,45,18
18-Mar,4,ELV,Summit,HP,Warden,34,43,16
18-Mar,4,ELV,Hacienda,HP,Abhiz,26,49,17
18-Mar,4,ELV,Hacienda,HP,Prevail,50,45,20
18-Mar,4,ELV,Hacienda,HP,Skullguy,33,44,21
